Centroid X µm,Centroid Y µm,DAPI: Cell: Mean,CD34: Cell: Mean,CD31: Cell: Mean,CD4: Cell: Mean,CD8: Cell: Mean,CD21: Cell: Mean,CD68: Cell: Mean,CD38: Cell: Mean,HLA-DR: Cell: Mean,CD3e: Cell: Mean,CD79a: Cell: Mean,Ki67: Cell: Mean,Bcl-2: Cell: Mean,MPO: Cell: Mean,CD20: Cell: Mean
6960.1,2165.5,906.3839,61.4645,19.3105,2298.3154,158.5354,26.0929,3119.1931,383.3081,527.1076,1779.736,121.4939,22.4108,2819.8484,111.1222,1012.7311
7005,2167.1,3608.5793,402.7103,29.7196,2705.2056,203.0187,2.5701,4574.7383,1287.2617,592.7477,3654.0935,320.4019,275.0467,3631.4207,290.6542,798.6823
6998.1,2169.8,5094.1758,521.7767,18.1995,2760.6794,388.8432,23.5606,3828.3918,1617.2423,498.494,3618.342,459.3943,461.6532,4968.563,357.5653,898.1283
7011.5,2172.4,3202.134,600.8293,324.1057,2057.3313,110.5467,10.8333,2781.3943,1072.4838,450.3821,2303.2886,285.5447,26.0122,3034.7256,297.8049,635.376
6981.3,2172.9,3520.5144,428.2585,30.9034,3071.6763,233.9217,33.0653,4530.5664,1244.799,759.4021,3800.8459,398.5039,239.3943,4928.71,357.1306,1133.9165
7021.7,2173.2,2019.423,222.1836,128.423,1318.1377,107.1705,13.8689,1434.4098,481.259,326.9738,1736.0393,145.9377,62.2689,2538.459,129.3607,494.2361
6988.6,2175.2,3984.009,375.6616,18.997,3273.9299,304.2866,26.7866,4426.7715,1293.1464,675.4543,3486.4023,421.5457,47.4482,5225.9512,305.7165,1374.2073
6993,2177.2,3982.7778,368.4667,15.1889,2948.6111,222.2333,19.8667,5378.6333,1221.9667,602.6222,3056.3333,363.6778,93.4778,4718.1113,270.8667,1071.1444
6916.1,2177.6,673.4322,36.6186,6.0932,912.1271,18.3729,6.8729,659.9745,179.7203,175.5763,2842.0593,55.7034,21.5932,1473.9916,40.7966,544.6356
6972.5,2177.5,1736.4507,129.3991,22.824,3686.3521,255.3047,26.2747,3428.4507,655.1717,623.4163,3561.3948,182.0773,332.2575,3958.2275,202.9356,1678.3134
7027.5,2178.5,2600.834,243.4419,153.1728,1519.9601,196.309,22.6412,1995.3389,602.392,383.2292,1786.1462,229.3256,59.7209,3773.2559,154.9468,781.3621
7000.4,2178.6,3095.7292,345.6581,38.2279,3082.8577,216.151,6.5698,4160.835,1128.9686,677.9373,3488.4246,299.396,107.0712,3758.2905,263.9744,898.4387
7009.1,2181.4,2448.9414,213.8947,45.8655,2613.6257,199.4737,15.8596,3121.6257,757,639.4445,2698.2163,176.6784,28.924,4485.6841,226.4269,854.0234
7019.4,2182.1,2421.1357,191.0388,15.5233,1269.3954,71.5271,16.8566,1551.7675,550.1318,261.8023,1241.9496,202.3411,20.124,3795.624,118.9225,549.2365
6981.3,2184.1,3127.0347,266.1155,37.1547,4015.4734,307.903,34.6374,5154.543,1132.2009,778.0901,3919.4734,359.4734,166.0023,6383.5171,273.7668,1845.9723
6993.8,2184.4,2396.7317,224.4228,22.8862,2697.3984,202.3415,16.2033,3481.9187,803.3577,913.7073,2380.9268,227.626,151.8293,3308.7886,197.5854,874.5854
7014,2187,2450.3953,181.1333,17.7667,1702.1047,72.4619,21.6429,1970.619,634.4714,361.6381,1982.3239,182.0857,53.2524,3810.4475,146.4095,711.881
6987.7,2187.4,3298.4111,319.0355,38.8528,3613.6091,347.4162,32.5685,4516.665,1206.8224,790.5533,3995.873,383.7259,55.797,4652.0459,247.4315,1673.9086
7023.8,2188.9,1606.9816,113.0613,19.3129,1412.3497,77.0123,15.4969,1716.5031,439.9755,260.6871,1093.7607,137.2147,15.1227,2691.0308,99.3313,905.9264
6973.9,2189.5,2037.5122,168.6053,52.745,3727.7207,317.4967,40.4146,4117.9844,676.0554,870.6075,3718.8647,301.6829,32.0177,6072.5742,205.6408,1969.4612
6993.3,2191,2876.3694,272.9197,19.3333,2075.1487,131.3012,27.7952,3092.9719,846.2089,649.9919,1906.1887,286.5221,49.0643,4063.9558,202.0161,697.7711
7006.6,2191.5,2617.1218,164.523,81.3388,1501.6283,104.0987,20.7895,2085.0691,598.0164,353.0362,1669.1677,159.9046,88.4671,2504.5066,138.7928,731.2763
7013.1,2194.3,2439.3013,218.4487,16.5128,2022.5769,173.2115,27.9872,4117.3784,750.0064,515.7564,1764.3013,223.4936,185.4744,2986.1602,210.8654,1446.8654
6999.3,2195.5,2193.1162,200.5519,54.8548,1517.0249,221.8631,16.8008,2478.7219,578.2075,374.9046,1800.4647,151.1909,50.917,2672.8008,148.195,633.4398
7018.9,2196.8,2258.5408,169.3086,26.7778,1720.3334,107.437,21.2914,3757.2048,603.1926,408.7531,1475.6666,171.5333,177.9531,2940.4988,154.5432,994.5161
6983.6,2198.1,2806.8962,221.8294,43.5936,2754.2742,232.1873,34.5987,4532.0586,825.9632,771.9247,2817.2993,332.6772,79.5502,5135.0835,248.607,1514.714
7007.1,2198.7,1706.4961,129.8295,17.6667,2712.7598,190.3023,20.8527,4772.9458,551.6047,625.0775,2523.2402,202.2713,57.8605,3869.4883,425.9922,1447.5039
6896.6,2197.1,1058.4232,56.0748,7.4606,1275.9606,95.1713,15.5787,1372.7067,337.0847,286.2323,1120.6497,91.187,22.0433,2601.0591,81.2185,808.4153
6969.3,2199.1,1455.3486,79.9358,31.578,3375.9265,218.3945,34.8807,4626.7705,427.9725,1165.4312,3432.1926,218.1468,55.6147,5283.3301,190.7706,2323.4036
6933.1,2199.8,1166.8451,63.5869,6.2347,811.9531,35.8592,3.8638,845.7512,264.1878,215.5728,1119.2019,68.4507,20.3192,1194.3896,42.7371,425.9437
6994.3,2202.4,2308.4373,154.4835,21.756,1904.1934,212.6615,23.1495,3587.2373,629.5736,535.1143,2414.4087,192.2286,75.644,3066.7275,149.022,852.5802
6915,2200.7,1905.2943,128.2708,12.6797,1196.2369,91.1615,15.3464,1276.8984,397.2943,255.0234,1442.7578,121.1901,33.8698,2781.7292,88.1302,529.612
6959.9,2201.2,1660.3809,120.9509,13.5258,1626.8182,128.6781,17.1376,1832.403,407.3489,397.6192,1520.8944,186.9263,75.8206,3091.3513,113.5283,925.8943
6891.5,2203.9,1564.686,91.0116,10.5078,1873.0543,193.7984,17.9457,1728.9341,416.8372,361.6512,2169.9729,157.3605,25.8876,3230.0232,111.1783,929.1938
7015.5,2204,2512.8813,203.3151,21.758,3251.8494,296.5205,29.1735,4552.7715,795.1141,661.863,2830.1187,302.8676,101.6393,5264.3926,245.9726,1714.1735
6950.2,2203.6,2048.3694,149.4545,13.1307,1811.0227,147.6932,15.7386,2137.9148,481.1562,499.9829,1701.3523,194.2955,27.8551,3264.4204,130.1307,990.2784
6920.6,2204.8,2002.6797,116.2418,16.9935,1594.2745,178.8431,34.4379,1433.817,477.0392,389.2222,2585.6013,171.4314,28.4967,3569.7451,116.3922,896.5555
6900.3,2206.1,1029.9749,48,13.1321,1373.1321,54.5849,10.4654,1502.1636,288.3773,310.1509,1282.0629,80.8491,15.8553,2151.9749,87.4088,695.4905
6925.2,2206.1,1245.9351,66.9351,6.7792,626.3376,44.3377,5,850.7532,232.1169,169.0779,730.2208,70.7922,10.1169,1748.9611,29.3766,318.0649
7007.7,2207.4,2406.2754,174.8164,22.2016,3223.1636,181.1896,30.2355,3488.2893,650.2076,643.6686,3067.0459,240.1317,23.1717,4618.0698,183.7625,1639.2355
7023.9,2207.9,3379.9824,259.8678,25.8877,2754.8899,179.5947,33.6432,3763.3105,861.7952,610.4339,3143.1013,354.0595,50.1608,5692.9692,217.4846,1623.2158
6909.9,2208.3,1372.2539,100.8756,14.5803,1846.7876,175.7306,17.3523,2220.8704,383.2176,378.0466,1584.6373,154.2798,26.4767,2924.4041,97.0466,1057.9379
6915.7,2208.8,1664.8699,106.0488,13.9268,2341.2358,274.1301,35.1057,2038.4227,522.7561,550.0894,2172.252,231.1707,24.3659,3411.7725,111.7642,1446.0325
6968.4,2208.1,1909.9351,114.7568,23.348,3061.4277,273.348,33.1488,2946.5808,489.0147,929.3711,2993.1069,217.2495,184.0839,4276.6602,171.5954,2123.1782
6896.5,2210.7,1316.2937,73.3889,11.0317,2009.4524,122.127,20.4365,1593.4762,344.2698,429.2936,1797.0873,142.0397,20.7857,3750.8572,97.8175,1266.3492
6946.7,2211.2,2838.3892,242.1212,20.6037,2138.0466,232.8718,25.9744,2964.4429,747.3054,499.8368,2245.1748,291.0536,79.3823,5259.1909,212.6061,1170.8718
6957.4,2211.7,2464.4858,210.3438,19.2614,2455.9319,195.0909,25.733,4498.0513,707.6761,672.1705,2334.946,287.5625,59.0369,4069.7927,206.9205,1391.5767
6932,2211.2,2155.3918,180.2036,27.1069,1592.2264,211.3537,26.056,2077.4224,518.2036,481.743,1662.7964,265.4199,55.6209,4194.5596,159.3181,1317.3486
6903.1,2212.3,1198.4806,88.5039,8.9147,774.9302,57.9845,10.0078,1470.7596,255.5039,212.3643,612.6667,98.2868,12.4341,2925.9768,55.3256,523.4496
6998.6,2212.9,1619.9515,97.3172,18.9806,2321.9636,144.5036,28.7094,2782.063,462.7966,527.4915,2047.77,147.4455,44.5835,3836.1379,147.017,1290.7264
6921.1,2213.1,1954.7073,158.4774,33.0279,2735.8677,310.4599,31.0348,2687.6028,566.5436,690.5958,2824.2822,285.1463,84.7665,4615.8086,158.3902,1675.3345
6883.4,2213.4,1295.5094,68.9962,9.4755,1097.2679,168.434,10.9358,1394.6,321.8264,333,1064.8679,106.917,30.8453,2018.4226,79.7585,671.1057
7016.6,2213.6,2593.6892,188.1982,25.2703,4107.9053,185.0495,31.5676,4540.2837,833.536,685.4054,4290.9912,239.964,19.3468,4779.5674,201.7432,1588.4009
6978.3,2214.2,1402.5693,31.562,14.2993,1611.1022,50.0474,20.0985,2177.2483,330.9489,421.1606,1465.6168,74.6496,11.719,5092.0181,60.7555,1142.4598
6938.9,2214.4,2508.7126,203.633,14.3578,1913.8899,194.8288,27.0428,2903.6819,657.5963,595.9266,2053.4404,287.3211,78.1804,4580.4678,199.0031,1463.6636
6908.9,2216.1,1635.39,142.1162,14.1701,2667.3071,215.6722,30.7427,2531.2241,510.1037,685.8299,2632.2158,255.7261,48.361,4016.4939,169.751,1933.6681
6964.4,2216.9,1933.9916,149.7034,25.4237,3263.9832,236.7288,37.3051,5615.4829,687.483,911.017,3090.0847,338.0678,21.8814,5106.7456,219.9068,2050.1948
7009.1,2217.1,1870.8293,94.25,16.996,2980.8096,152.6071,41.6111,3237.4404,567.5357,651.9405,3127.1467,163.7659,15.0079,4302.5161,144.0437,1734.5278
6926.3,2219,2826.9585,222.4706,44.3702,2891.9031,363.4498,28.9827,4648.2075,736.5952,631.647,3682.4153,301.0969,82.0865,4590.6265,182.5813,1480.3737
6914.2,2220.6,2165.9602,193.9141,13.4724,2331.3098,107.0798,19.273,1989.1718,582.8466,468.7147,2305.1165,243.7853,41.6748,3883.9387,177.227,1171.7883
6970.7,2219.7,1453.8966,90.0922,16.7318,2432.458,290.5503,28.1145,3267.1899,494.986,686.9749,2465.5364,202.4441,15.6061,4180.5615,248.1788,1593.6312
6902.9,2219.4,1653.7435,141.0128,19.1923,3628.7563,446.5513,40.4615,3165.1538,608.9872,823.1667,3545.6924,319.0256,43.3205,4725.2563,176.0385,1972.3334
6959.8,2220.5,2343.9858,202.5106,20.6738,2947.1206,264.7128,26.6525,5035.0815,729.9787,829.0461,3629.812,295.6844,29.1809,4625.5317,229.6879,1686.5142
6946.3,2219.7,3370.3308,305.9577,23.0692,2356.6885,263.0615,27.2654,3787.3347,954.2615,564.1385,2418.1038,385.1692,37.6885,5491.127,228.9654,1300.4077
6992.3,2219.6,2467.4868,194.4073,19.3775,2782.4668,144.4007,24.4503,3617.1125,698.8973,542.6424,2750.6489,242.5364,229.4801,3799.6689,185.6987,1221.7748
7020.3,2219.8,2379.0413,159.4948,16.1753,2761.9072,147.378,24.6804,3708.5259,785.2268,525.5876,2414.2783,214.4227,13.4708,4254.9829,196.6392,1270.701
6933.6,2221.9,2609.9031,178.6327,13.9949,1892.6072,155.1173,27.5867,4054.6123,661.6837,527,1920.051,287.9082,31.6735,4891.5459,166.9541,1257.8521
7001.5,2221.4,1687.8705,110.9378,16.5907,2769.8445,241.3523,27.6166,3721.1917,655.7409,767.5492,2577.9741,210.1762,265.2176,3681.0415,154.6632,1712.4871
6894.1,2221.6,2415.9507,182.5508,18.546,2651.135,205.8254,29.3349,2342.7253,641.7682,535.4873,2778.1604,257.6365,88.9286,4425.8159,176.7968,1321.8969
7010.4,2222.9,2318.4473,182.1005,16.005,2972.613,216.5477,28.0653,2656.6533,788.8794,538.7086,3028.5024,268.2864,59.4472,4545.7988,190.0302,1602.6282
6954.2,2223,2633.7068,237.32,17.7067,2229.1799,343.5133,26.48,3135.5667,726.18,665.7333,2507.7334,384.9067,36.9867,5552.8066,221.06,1888.9066
6873.6,2222.4,2142.1943,127.1597,11.0903,1729.3055,86.2361,25.2986,5613.5415,411.0347,415.3542,1196.2084,118.8542,36.25,3004.4375,125.6667,681.1458
6986.8,2223.3,2029.7939,160.5763,21.3435,2954.561,157.2023,33.4313,3030.1411,663.9236,735.9351,2976.3169,293.1947,20.9847,5739.4888,202.3435,2026.7939
6905.6,2224.7,1774.2677,171.5202,13.1869,2758.2019,266.202,18.9899,2663.1111,586.2071,611.8687,2680.2476,289.9091,88.1212,3596.2324,191.1667,1758.6111
7024.1,2225.7,2781.5139,254.8935,16.2917,3364.3425,173.963,28.3796,3450.824,873.1805,632.0231,2934.8472,293.0232,17.7639,4173.0229,214.9491,1731.6296
6923.7,2225.1,3048.6331,232.0887,15.6532,2808.4233,193.3548,26.4315,6276.5444,764.8911,729.2742,3074.7458,331.8307,52.0564,4533.5083,173.3024,1249.1169
6883,2225.1,2689.855,187.3275,15.1333,2339.0754,162.9304,28.3768,2263.9189,569.8029,490.1942,2147.4695,240.9971,358.7565,4054.6145,144.0522,1136.4492
6936.7,2227.2,2800.1089,247.6939,20.6327,3033.1021,357.7347,20.8503,3944.8096,802.2517,603.5442,3471.2722,306.7687,31.8912,4133.4219,245.0204,1339.6055
6981.8,2224.9,1715.8409,116.1955,14.3455,2252.2637,110.6273,28.4273,3141.8228,542.2136,665.9136,2147.3999,257.2273,14.7136,4977.8135,157.9091,1722.8545
6842.3,2225.4,1237.6115,83.3185,11.2166,1328.0063,87.3121,12.6815,1279.3248,292.9427,311.8917,1244.2039,100.8917,28.8854,1944.8599,61.5924,813.293
6976.6,2226.6,2096.959,155.4744,18.8123,2551.9351,156.5734,29.1195,3854.8567,622.0444,825.3208,2683.5803,268.9181,21.1195,4051.4915,194.5154,1766.0922
6942.1,2226.8,3657.3201,345.6601,20.8696,2509.7983,627.7194,23.0593,3238.3201,996.0554,482.996,3296.0396,337.3597,37.2569,3787.261,236.0435,1050.1185
6949.6,2227.1,2872.9832,241.6245,21.7932,2584.7722,712.0042,19.3797,4121.1392,793.8439,685.692,3700.9578,325.789,45.4262,4878.1943,184.7215,1684.3334
7009.8,2228,2941.6111,233.7685,19.9769,3190.7454,114.338,22.9722,3117.574,828.6528,486.0278,3667.0925,243.7546,38.4907,4457.9678,167.0926,1210.4028
6993.6,2228.6,2215.498,188.8906,16.5321,3010.5586,183.8491,27.434,2850.7207,702.8641,621.8377,2706.751,276.7623,83.5396,4709.6904,194.2076,1678.6718
7018.5,2229.1,2606.3845,214.5749,14.2713,2520.8867,233.0891,18.5587,2715.332,742.0972,530.9271,2746.7571,271.1377,13.1781,4188.1821,179.3441,1307.8179
6873,2229.3,3644.9656,210.2754,21.3062,2803.4058,175.1123,56.2428,3346.9927,822.9438,937.6069,2785.3279,375.6812,189.1812,7060.647,214.462,2105.2356
6961.5,2229.6,2626.7209,218.0583,17.6335,2287.9587,222.2039,27.7888,3434.4224,704.5874,712.0631,2399.8301,370.6359,120.716,5125.8301,208.6869,1598.7208
6916.7,2229.9,2662.7952,236.8611,13.0799,2681.0557,147.4965,20.1701,2649.4097,733.1945,706.5035,2891.1284,345.6945,217.2639,5197.6943,210.5938,1539.8298
6861.7,2230.7,2689.7207,194.0455,20.1494,2118.3052,317.1104,35.6623,2518.0618,558.3604,525.9578,1851.8214,244.461,131.8474,4465.1719,158.5292,1183.0227
6929.4,2232.7,3487.7922,307.0484,18.375,2328.5525,237.2863,20.6875,4333.5967,939.3286,559.1049,2676.873,376.0907,53.3972,5525.1108,241.2883,1137.2258
6944.4,2233.4,2843.2358,262.7547,14.0943,3342.4058,387.6887,20.9151,4355.7832,877.6698,809.6132,3903.3301,367.3113,91.4434,4481.019,229.7641,1741.5566
6898.6,2232.6,1970.0212,198.159,67.8728,1710.3109,22.8233,11.2085,1708.1731,536.3392,161.1272,1551.5371,140.7208,17.5618,1932.4276,154.8869,226.2792
6842.5,2233.9,1520.2745,89.1627,12.5898,1635.6102,128,19.2915,2377.7493,353.6814,512.2949,1771.2203,126.5492,26.6949,2447.5051,84.9356,1046.2576
7006,2232.9,2318.7607,193.0859,12.6258,2934.6504,119.8896,27.3742,3598.9692,695.8466,771.2454,2466.5276,352.2883,20.1534,4569.687,184.6503,2099.5889
6952.3,2234,3085.8394,266.99,17.2575,2822.7625,249.6589,20.7492,4845.2373,846.4649,604.6221,3449.9666,315.291,168.5585,4836.8296,202.7291,1426.7693
6973.3,2233.5,2450.188,203.8684,15.688,2034.8234,191.6429,23.6504,2749.3083,609.9323,553.2782,2532.9211,261.9925,19.8684,3837.7031,181.2218,1293.6654
7012.8,2234.1,2845.3206,249.3462,12.0321,3325.4871,172.7179,22.2628,2787.2437,846.7885,664.9872,3247.7629,362.8398,18.4679,3929.2244,196.6667,2367.0449
6980.3,2233.1,2588.9285,230.0429,13.8286,2906.5144,132.8428,25.2429,3375.2,662.2571,589.9286,3721.3857,310.4714,18.3,5126.6143,177.2,1646.8286
6921.6,2234.1,3534.1125,353.9272,17.4238,2735.3577,225.7417,12.6093,2922.7153,965.5165,580.053,2893.8608,366.8278,204.3907,4364.7417,250.6358,1307.6027
6909.2,2233.2,2700.9814,231.321,11.7377,2652.0154,187.4228,13.929,2777.1667,705.5031,533.0247,2453.0771,287.0278,95.392,4365.8115,195.1019,1249.5834
6967.2,2234,1732.6544,91.2794,15.0441,2189.25,223.6029,21.9706,2316.9338,442.1103,565.9927,2883.5369,171.5147,14.5,3799.5,105.1176,1453.3677
6885.9,2234.8,2982.1743,266.3333,16.3615,2866.4744,252.8462,34.3513,2736.8486,813.9795,734.0179,2999.459,402.2026,225.6461,5617.7485,238.9077,1919.6179
6867.7,2235.2,2496.1753,207.7216,20.4433,2969.5774,394.3402,65.0309,3033.1855,732.4227,860.3608,3008.4331,372.2165,250.5979,5975.1445,226.4433,1992.567
6997.9,2234.3,2046.5229,162.4312,12.4862,2649.6484,134.263,23.7523,3426.2417,728.7829,695.8502,2494.7126,247.1743,26.6239,3913.1377,185.0489,1865.5688
7017.9,2236.4,2864.8779,274.1069,13.6412,2961.5574,230.687,17.0458,2192.0991,861.458,382.6794,2883.1145,263.5573,23,3032.9236,196.2519,1183.374
6938.9,2237.1,2878.696,270.3835,24.0426,3757.6052,592.0398,17.1278,4737.4092,904.821,860.5369,3721.2471,292.679,39.8494,4430.4175,238.5625,1459.8892
6892.4,2237.6,1838.1407,148.1111,44.3926,1348.7111,49.7926,11.4593,1794.6,435.363,203.2741,1192.0741,101.6889,21.1333,1573.9111,139.2815,317.037
7003.7,2237.6,1792.691,119.1951,14.1138,2970.6179,137.8862,18.3496,3668.0649,646.4716,796.691,2191.0325,253.9512,6.0894,3498.4797,160.0325,2286.3252
6875.9,2239.2,3012.3074,236.8302,14.3935,3270.7036,274.2426,47.2668,2961.3423,826.3504,761.3558,3433.1401,429.5148,487.2857,5990.3638,251.6415,1979.9219
6860.8,2238.9,2744.1599,213.8,27.176,2130.0681,682.412,31.6,2424.3,690.984,581.136,2736.6721,290.484,613.748,4685.1841,189.044,1204.676
6980.2,2239.3,2259.3142,176.9291,15.7011,2652.0613,97.6513,20.8985,5377.3389,674.1705,542.5306,2309.0786,238.6552,13.8046,3943.4617,187.7471,1471.4215
6992.9,2240.3,1906.4086,151.1907,13.4981,2458.7937,118.393,28.6031,4179.7002,677.8521,1005.1868,2245.0117,216.0156,15.5058,3389.2839,172.5253,1775.4902
6914.8,2240.7,3419.8755,331.5141,10.2249,3051.5742,126.1044,5.3855,3219.5461,1029.4377,712.8112,2938.3855,376.739,461.5904,4384.7871,241.0361,1765.6587
6849.1,2239.6,2496.0647,185.0935,20.2302,3423.8596,473.1187,49.1942,2261.6833,645.3921,976.2806,3245.2771,302.9928,37.0827,4445.1582,157.5072,1885.0504
6866.6,2240.6,2040.1349,166.5618,19.7865,2280.8877,296.8764,34,3040.5955,538.2921,714.2584,2354.2134,345.5168,284.3371,6053.2808,182.2697,1592.0337
6959.9,2241.4,2657.043,227.706,15.1416,1952.8434,131.4335,25.0987,3080.4121,717.2983,665.7919,2260.7532,300.2318,40.1073,4996.6826,188.4614,1326.6716
6856.3,2240.8,3093.2097,249.7303,18.1648,2513.8127,371.4494,38.7004,3118.8203,736.7791,719.4907,2985.3445,319.0412,171.8839,4682.2397,179.8539,1305.0599
7012.2,2240.7,2487.8054,208.8993,8.3221,2880.3354,75.349,8.8255,2199.8726,705.9463,758.6577,2528.3354,241.4899,7.3691,3251.9397,155.1544,1794.7383
6967.7,2241.1,1742.3615,98.3735,13.8554,2201.0903,117.759,19.5301,2727.2832,468.1988,1376.6445,2554.6387,199.1868,23.6867,4001.012,122.8494,1360.4579
6906.9,2241.1,3195.7993,310.5084,14.9231,2046.2576,95.7893,11.2809,3520.7927,868.8796,412.0502,1906.515,291.3077,113.806,3676.9631,213.7458,987.6722
7003,2242.2,2164.3696,185.9565,13.8804,2938.761,114.663,14.3696,3279.4456,724.3587,865.4565,2252.7935,230.0109,7.3478,3327.3479,173.413,2021.7283
6921,2243.4,2964.9839,407.9946,48.0645,2641.0403,127.5618,4.4785,3080.8735,898.2205,658.4919,2928.6265,353.0779,53.8575,4042.0215,218.2823,1961.7983
6949,2242.9,2615.5725,234.5935,16.9533,2794.7476,554.0491,15.4065,3800.8037,816.9532,550.528,3864.6963,291.0187,345.6799,4088.0234,200.7991,1687.7687
6988.3,2244,1807.5879,124.5549,12.2473,3386.0276,179.7088,25.6978,5710.9009,707.6154,848.5439,2944.0056,247.0275,8.0769,3949.9121,229.7363,2000.3297
7019.4,2244.2,3584.2505,360.6301,11.9117,2157.4438,234.21,7.8568,2620.5991,1024.7494,478.8258,2277.3245,357.716,25.3795,4439.499,229.0119,1347.074
6884.3,2245.2,2629.7097,233.4866,14.3495,2781.6047,172.9597,21.3091,2917.6855,772.6559,590.0188,2857.6694,348.0726,50.8468,5269.438,187.836,1588.5054
6852.7,2246.2,2285.9905,179.9619,9.7619,2369.9238,97.2952,47.8571,3003.5906,590.4762,760.6857,2553.1809,326.5048,24.4381,5101.6094,143.4952,1899.0571
6900.4,2244.6,2657.3279,268.9699,15.6257,1987.0874,87.224,6.4126,2652.6257,710.2623,343.5492,1944.1885,251.8852,9.4836,3923.3606,187.1749,874.7733
6932.9,2243.6,2460.5601,237.8328,15.2727,2896.2083,294.346,11.4692,3970.1201,769.7126,600.5718,2933.78,346.7126,5.7302,5222.4165,235.2258,1842.3314
6845.1,2246.1,2606.8401,207.8178,16.7378,3326.1777,209.4222,68.4133,1995.2444,652.0933,764.2711,3145.0444,393.0711,24.7689,5195.4624,169.56,2423.0222
7000.5,2245.5,2290.4143,169.1547,12.9337,3323.895,237.3923,19.0718,4103.3315,783.1658,946.0718,3401.2761,231.4641,8.7127,4630.9004,181.0608,2009.4309
6983,2246.1,2146.1333,184.6762,9.2952,2365.3142,138.3428,23.9524,2559.8,730.4952,448.8095,2172.8667,229.1714,5.8286,3603.981,186.381,1576.3715
7009.9,2247.5,2919.0847,260.6693,15.0444,3238.1372,136.4355,9.8669,3198.7903,908.4597,766.6935,3189.1572,272.0323,16.7742,3527.2622,221.0081,1354.2782
6872.2,2247.4,2595.5247,241.0701,10.6623,2878.5583,191.7013,21.0597,3557.5298,735.8883,651.3974,2767.6858,364.039,47.7974,5541.5063,229.4571,1826.2753
6941.6,2248.4,1896.1564,160.6727,14.3345,2978.0073,263.1855,10.1491,3572.4619,572.4437,525.3564,3224.2073,228.7564,4.1273,3408.1201,183.3527,1804.8618
