Centroid X µm,Centroid Y µm,DAPI: Cell: Mean,CD34: Cell: Mean,CD31: Cell: Mean,CD4: Cell: Mean,CD8: Cell: Mean,CD21: Cell: Mean,CD68: Cell: Mean,CD38: Cell: Mean,HLA-DR: Cell: Mean,CD3e: Cell: Mean,CD79a: Cell: Mean,Ki67: Cell: Mean,Bcl-2: Cell: Mean,MPO: Cell: Mean,CD20: Cell: Mean
3023.4,3356.2,892.2415,1.5881,0.0057,494.7131,3.5597,30.6676,2117.4688,41.3693,337.5767,410.5284,25.4744,70.2188,2590.6904,77.429,524.6364
3013.1,3360.5,716.5375,2.575,0,619.1375,2.45,14.95,3328.7251,27.525,287.6125,727.9875,12.475,78.625,1536.5375,44.3875,299.825
3044.4,3360.8,903.8792,3.8214,0.4533,334.0687,17.8791,13.2692,3104.5247,19.6511,245.6511,242.8517,16.478,58.1951,1752.1154,17.9341,372.6236
3024.8,3361.5,656.5238,4.9714,0.2857,484.9905,26.1333,11.6571,1944.219,41.019,250.7524,320.8571,32.2571,73.1238,995.1905,515.5143,385.3714
3070.2,3362.2,669.5365,26.03,31.4421,340.2146,1.0172,10.4292,4852.2017,7.7639,188.8755,220.0858,1.4163,30.5708,1559.2618,85.073,435.7511
3058.1,3363.9,516.4612,314.8857,207.2612,280.8245,14.3143,12.0082,1722.7142,46.9918,103.8082,181.9592,34.6776,34.8694,1807.4775,67.2327,142.7959
3014.3,3365.9,954.4447,1.5553,0.0094,585.6941,20.6988,30.5882,2907.9553,34.0424,412.3718,679.5765,35.8965,71.1459,2080.0894,221.7671,705.88
3047.3,3369.2,662.1035,104.2931,187.1035,483.4483,6.4655,19.3276,3208.1035,69.3966,181.8621,236.4138,38.4138,103.6897,2309.1206,107.7931,155.9828
3000.5,3370.1,825.0367,5.4771,0.0459,715.578,10.8991,27.4587,3896.4404,82.8991,697.2844,568.5229,88.9174,263.3486,2088.7249,75.9541,1075.101
3036.7,3370.8,577.496,0.2441,4.7559,89.1811,0.4724,4.1339,1222.0315,0,109.4803,51.4724,2.1024,17.5669,1066.3464,1.8976,258.6693
3057.1,3371.7,724.5536,29.4048,1.744,807.506,15.2619,21.4107,2628.1965,101.3452,242.1548,250.0298,48.0536,59.0595,1820.6666,121.2917,328.9048
3008.9,3374.3,1069.4598,7.2344,0.0134,1036.5178,178.0692,40.1027,3923.2188,88.6049,621.7523,1043.163,75.5067,247.6317,2137.5356,92.8103,1316.0692
2900.4,3374.5,911.3627,7.8627,0,1499.0883,11.0294,107.098,5232.4512,134.6373,855.6765,1850.598,97.098,91.0882,4375.7061,150.049,2847.696
3042.4,3374.6,856.918,29.3574,19.1967,453.4,4.9541,13.7836,3039.6523,76.5705,263.6951,364.882,69.9377,385.6,2247.3345,111.8689,470.1639
2924.9,3374.9,1148.1942,16.6043,1.9856,672.0287,476.8705,60.705,3681.2949,111.4209,780.7806,1486.6115,53.5683,81.0719,2603.0181,897.8921,1240.3921
2988.3,3375.2,1220.2043,25.7864,0.0093,1106.7771,411.3344,26.0155,3728.1733,131.5666,445.6192,1312.6626,82.0217,115.1145,2595.1331,224.3375,546.2879
2914.8,3376.7,888.6842,9.4127,0.0748,805.3601,4.4598,42.1219,2224.5068,33.723,513.8698,997.6343,31.2133,55.9889,2327.6094,36.2715,1583.0609
3026.7,3376.8,1092.7426,13.9851,3.9653,448.0446,2.4257,28.3218,3604.1584,67.6634,235.5049,382.0544,101.604,62.6782,2363.8169,56.5644,423.3911
3052.5,3376.7,944.1134,15.4227,0.5206,909.7165,142.7474,45.3763,3831.6545,136.0515,382.3918,422.9588,77.3969,87,3401.2473,164.5155,691.5154
2999.7,3377.5,837.0562,8.6908,0.0522,775.8313,378.3775,28.0683,2660.4258,91.3775,641.514,855.6466,129.5863,420.6948,1613.0522,262.3695,1178.0682
2969.5,3378.2,793.5117,1.6822,0,257.9457,5.3178,6.7364,1571.031,44.907,250.5504,271.3954,63.6279,1331.9612,1516.9922,33.7209,529.1628
3046.7,3379.1,983.9216,14.1373,0.1046,651.1895,45.0523,33.1961,3194.438,136.2288,569.0654,477.451,120.9542,210.9085,2549.6929,124.7516,1448.0785
2985,3379.9,1131.58,19.4533,0.0133,563.0133,1295.0934,29.0067,3175.5801,84.8067,377.3933,1530.4534,46.1467,76.3533,1921.9534,46.4733,623.84
3068.3,3378.7,793.0654,13.2159,0.0653,687.7244,491.9829,32.9006,4148.875,109.8011,377.9886,864.3864,97.9801,51.0256,2099.2444,265.2244,979.6506
2905.4,3380,862.1324,2.9861,0.007,694.0836,1.5714,54.3763,7074.5225,50.338,591.6655,382.5958,54.4251,69.5227,2896.3867,83.7213,1886.7108
2891.6,3381.1,776.4905,2.2089,0.0538,887.481,16.4399,44.9905,3091.9336,26.5981,523.4304,1114.3671,20.0791,47.8418,2222.8164,113.3513,1357.6298
3005.5,3381,938.6539,6.0288,0,894.0673,36.7692,19.9038,3498.2307,88.9904,484.0769,840.6154,76.9231,100.2115,1669.4712,506.5481,914.2596
3056.1,3382.2,795.028,19.9302,0.0615,1042.9358,223.2095,61.0587,6840.5449,140.229,730.3352,682.3296,85.3631,74.5279,3228.5027,131.3156,1154.1899
3021,3382.3,1063.8832,10.6168,0,634.8942,5.5073,33.1569,3031.0876,67.6569,248.9489,475.8504,56.8321,70.354,2556.2336,113.9343,436.916
3031.7,3382.4,796.2441,12.4695,1.4155,415.7347,6.6925,23.4108,3009.5469,40.6808,215.0329,480.007,31.1714,52.0211,2232.5635,57.5845,387.7887
3062.4,3385.1,815.5763,16.5537,0.0508,677.6723,119.1921,36.5989,3106.1978,119.2034,440.0452,443.9661,73.6441,62.4689,2112.1921,744.5367,1313.2373
2965.1,3384.1,1151.1158,13.7774,4.2195,443.9268,170.8354,33.747,1839.3414,120.1524,396.4512,1167.9238,111.0031,597.1768,1602.7256,107.8933,733.5549
2924.6,3384.8,991.9894,7.4613,0.162,1218.0071,283.9296,49.2007,3158.5881,86.9401,513.662,1456.9049,90.2923,252.8803,3211.3345,225.9754,1198.5809
2953,3384.8,783.7724,6.5448,0,511.5103,370.6276,37.8172,3076.731,107.1103,609.4586,1052.8655,100.8862,109.1759,1605.4,50.2517,1467.0138
3044.7,3385,1051.6295,20.2072,0,896.9562,60.012,51.3028,2798.4741,163.7291,764.5259,1424.2909,134.8765,89.5657,2014.9243,121.506,2050.769
2993,3385.2,1038.0293,4.4499,0.0147,693.088,842.0636,22.9169,3067.0537,51.8704,475.2298,1033.7189,39.0611,73.3912,2040.4547,477.4768,511.6235
3002.5,3386.5,867.9331,2.5317,0.0211,741.4648,10.912,15.7817,9036.8418,45.4965,404.3521,511.9648,26.2746,73.2676,1966.1373,940.2711,541.1761
2873.5,3385.5,929.3426,0,0,234.6759,55.6481,16.7222,2159.0278,13.4722,570.1574,274.9167,22.6944,778.4259,1812.3148,15.0833,1374.2314
2976.3,3385.3,1063.109,15.1295,0.0341,429.523,296.1942,35.3066,2098.5349,110.6882,594.7121,787.506,166.0903,832.9387,1937.9966,97.3816,1242.649
2882,3386.2,1035.9791,3.5284,0.0179,376.3284,449.9134,51.2955,2209.0447,48.3463,365.0209,779.3373,35.8388,88.7582,2494.9165,35.0269,758.5433
3012.5,3386.4,921.0814,4.6237,0.0305,579.4169,5.8237,21.1763,4436.3423,53.1627,411.4373,382.7424,26.8949,63.739,2243.2644,1033.4305,693.9492
2939.2,3386.3,707.4163,1.6124,0.0072,542.3062,123.9474,48.7703,1874.9258,33.4785,502.39,582.7488,48.0526,528.4211,2028.8732,36.8828,1527.1388
2905.2,3387.3,744.049,0.0559,0,342.2168,1.035,68.7972,2257.1887,6.0559,1021.2098,382.4685,18.979,48.7203,2776.9302,24.4406,2855.2727
2893.3,3389.6,704.0701,1.8727,0.0234,422.3714,2.0442,35.9948,2908.9871,47.9506,350.8649,302.1039,37.4727,55.0571,2335.7014,64.9662,797.2156
3032.2,3390.7,919.0959,15.887,0.0822,479.3836,12.6678,34.6884,3236.5205,116.4931,464.7842,371.4109,104.7945,79.9384,2943.5273,118.0445,1087.1028
2968,3391.7,1161.5797,19.8647,0.0193,586.5217,189.3768,73.9807,2738.3816,161.628,848.9517,826.5991,206.4251,1067.1111,1894.9613,773.0773,1675.9662
2871.7,3391.5,1280.3094,26.4943,0.0377,611.6038,776.3925,51.8981,3636.6528,143.0641,664.7585,1134.9358,107.7321,554.4905,3086.6189,102.3094,1190.0642
3048.1,3391.7,928.4908,17.8313,0.0491,678.816,209.4172,77.9387,2803.678,142.4478,733.5736,804.3681,190.5337,700.8405,2287.1074,149.1871,2245.3345
2983.3,3391.8,879.3776,11.3363,0.0767,730.9026,92.2006,55.2006,2964.2241,126.0973,1185.767,845.1121,156.9322,315.6224,2001.6047,155.0383,1800.3392
2863.5,3391.8,964.2798,9.7477,0.0138,512.3716,35.0413,88.867,1970.5459,100.2248,781.5321,439.9587,175.4128,1514.679,3173.9634,86.1606,2395
2918.8,3392.1,741.7093,0.1744,0.093,212.8837,15.6628,26.7849,1723.6221,0,611.0756,276.0058,3.5407,44.1395,3103.436,21.9302,1637.6105
3018.8,3392.6,1068.4436,6.1381,0.0233,874.6012,39.107,30.8969,3898.1265,69.0389,399.3482,552.4669,104.428,65.6245,2144.7549,350.6148,768.6615
3071.3,3392.6,881.0106,63.2074,1.9043,383.516,16.5053,10.4574,2456.3457,98.4681,184.6383,300.734,84.7287,57.6277,1541.1543,106.6755,422.633
3062.8,3393.4,598.2985,8.6791,0.0821,400.1269,12.3806,16.8657,4398.918,64.8582,427.1269,296.6567,66.791,44.4328,1442.194,76.5299,1155.2612
2948.8,3393.6,846.3301,7.0631,0.1505,696.3447,554.733,32.4757,2410.6165,66.8641,302.9272,934.7719,31.7136,54.8252,2305.2717,91.9466,493.6796
2931.1,3393.9,837.4621,0,0,371.6818,33.5076,15.0758,1802.2878,3.053,368.4167,350.5303,11.6818,702.6894,2142.6365,8.2727,1024.9091
3040.2,3393.9,1202.7689,23.6483,0,612.9379,64.7552,103.1897,2511.7793,166.3138,1288.5104,675.4793,295.9483,933.0793,2626.2517,175.331,3675.6379
2960.6,3394.4,1032.3922,11.4471,0.0431,803.3216,72.8588,41.4,3557.4038,102.7647,534.0784,500.4275,53.5882,98.6039,2461.4392,384.0902,582.2471
2924.6,3394.4,910.0607,2.1417,0.4777,513.4575,18.9879,39.2308,3026.1619,21.3725,474.9595,353.7611,23.4008,80.8866,2166.7773,143.9312,1151.5142
3008.7,3394.6,730.2727,0.3636,0,377.9697,0.7424,6.9697,3374.3789,9.5606,323.606,277.5,27.3636,54.8939,1324.9395,2332.2576,590.4243
2993.3,3394.2,1204.9899,17.401,0.066,602.2589,740.1929,32.1015,2714.1877,132.7462,351.2437,1151.269,87.731,108.7107,2161.5889,385.0406,469.6447
2940.5,3394.8,901.8607,2.1357,0.0036,523.2393,174.3036,22.4714,1924.1215,28.0964,370.3036,652.65,18.875,71.0714,1905.7285,140.4429,699.3857
2897.6,3395.2,647.5708,0.2968,0.032,169.2237,0.105,26.3653,3044.6987,2.0411,822.8447,198.8356,31.8082,32.1553,2173.79,6.8539,1767.484
2905.9,3395.2,706.9713,3.0036,0.0216,368.3957,5,45.3345,1913.3021,72.6295,959.6403,440.1043,167.5755,550.8993,2078.5647,155.5683,2533.4963
2986.6,3396.9,792.8367,6.7483,0.0884,471.0272,75.517,33.4422,3507.3062,98.3673,701.3129,706.9592,149.4286,79.5714,1704.9592,144.9864,1525.8368
2855,3397.7,948.493,4.8404,0.0305,397.6033,324.0047,64.5446,1311.0916,67.3685,548.0845,1058.4624,66.5869,404.6103,2116.5024,46.3685,2064.6245
2953.3,3397.9,937.7513,1.7047,0.0415,621.7617,250.9171,35.9067,2514.741,40.4611,342.0259,694.6373,15.5855,69.3679,2536.0208,84.9845,577.0104
2862.2,3397.5,936.7414,0.569,0,339.0862,27.9655,72.9138,1661.8448,21.1379,849.3104,389.431,72.4655,1496.6552,2675,30.9655,3283.5688
3033.7,3398.1,1098.9341,25.6527,0,582.7665,24.7545,61.6766,2452.1917,158.7545,979.2934,517.9401,305,1222.1377,2645.3953,170.8743,2752.3174
2999,3398,1167.6295,21.9157,0.1054,727.9759,274.6566,53.8765,3012.8252,161.9277,467.4127,703.009,218.9307,475.259,2949.6929,383.6837,1140.5511
2884.2,3398.7,793.7977,0.6947,0.0611,587.0534,43.0267,29.7748,1399.939,12.916,400.2176,1038.4695,24.126,265.916,2335.729,13.3015,911.5725
2874.4,3399.3,943.4803,4.5818,0.0166,298.352,173.3395,20.0745,1971.5693,41.2505,335.677,478.6418,57.8468,63.2857,1544.9772,40.294,687.0394
2978.4,3400.1,834.7029,10.4455,0,483.4554,40.2277,79.9307,2259.3367,121.7525,959.6832,573.3168,206.1287,1359.5347,1898.495,141.8713,2738.3464
2924.3,3400.5,706.5167,2.25,0.1833,403.3,38.0333,84.5,3531.3999,57.05,898.7667,467.0333,110.6833,286.4667,1737.5167,134.85,2539.2334
2972.1,3400.4,1019.7186,10.9967,0.0497,869.6689,221.3311,35.798,4198.5229,126.043,1080.1622,870.6556,104.7219,406.8377,1869.9039,139.4305,1836.245
2902,3401,597.5815,0.8794,0,237.6099,1.4043,31.3972,1302.0568,6.7092,732.2411,308.5107,59.844,210.8652,2053.5249,11.0142,1844.4894
2961.3,3401.3,722,1.9204,0.1327,676.2301,301.7434,28.0885,2969.6814,87.9115,485.6195,568.1682,29.115,52.3186,2252.9734,176.7611,984.6725
2937.7,3402.6,1052.2413,9.2931,0.0966,1158.4242,392.8965,63.2862,3176.7173,104.7655,887.269,1436.8621,90.1931,85.1897,2639.0862,268.6759,1457.0104
3007.4,3401.9,1097.9323,19.8194,0.1032,574.3839,1064.0452,30.7742,2593.0806,137.2065,404.7935,1312.1548,84.071,122.0194,2149.8032,482.3032,651.7613
3039.1,3402.7,1236.3773,39.4528,0,597.6274,20.066,71.9151,2375.8726,156.7076,785.4293,644.5849,385.2594,1770.5566,2584.2075,156.3915,2284.9905
2987,3403,1115.4905,29.0996,0.0153,535.2222,43.5747,111.0153,3826.498,158.8353,1216.7969,643.1188,298.6552,154.364,3685.613,182.1111,3155.4482
3015.8,3403.4,1079.0339,6.5508,0.0678,611.6949,648.2458,30.9915,3631.3601,73.4958,336.5339,849.9661,29.6314,80.4068,1958.4194,77.5678,479.3644
3064.9,3404,567.9916,62.1667,37.225,287.125,285.5083,7.5083,3516.8333,32.1417,131.6417,665.0084,21.7,38.9417,1182.7833,58.0333,272.6083
2919.1,3404.2,745.7537,5.4522,0.0441,574.7831,393.1618,45.0772,2115.7207,79.8529,806.228,882.9559,147.6176,83.6397,1954.1729,317.0551,2246.228
2847.1,3404.6,652.5046,0.1157,0,323.3935,4.7639,20.5231,830.2269,12.8426,401.6991,719.7454,6.6667,36.4213,1454.3102,6.4491,1392.1528
2946.5,3404.2,1431.5448,19.969,1.5069,1692.5482,1058.538,95.0069,6520.5791,208.4276,1091.2,2381.4448,127.7207,471.9793,2792.3103,861.7069,1713.5138
2954.6,3404.9,1050.0248,13.8762,0.0297,1003.1881,1309.2228,51.9653,7772.416,197.0743,2781.3318,1831.4604,75.5446,140.104,3432.5396,1581.4406,1537.6534
2997.2,3405.1,830.7374,6.3788,0.0303,1193.0505,31.7222,51.5556,2212.803,106.9646,652.2929,1245.0555,185.9394,270.0555,2156.7273,188.3737,1556.207
2910.3,3405.3,816.4276,5.7273,0,407.8317,121.4882,51.5421,1869.1582,101.9731,1017.5253,589.5185,182.8182,268.8754,1821.5994,158.9327,2838.2524
2860.5,3406.3,1031.0602,22.7753,0,1257.2721,445.9905,61.7658,2087.2246,141.1266,636.6646,1225.405,157.3608,406.6202,2771.1709,118.4304,2209.1296
3033.8,3407.4,1053.2853,23.2945,0.0245,521.0889,26.9479,90.7393,2281.9172,145.1718,1068.4816,573.7362,310.365,1434.0399,2420.4355,150.6933,2802.2239
3021,3407.3,787.2814,11.4762,0.013,736.6061,195.2381,13.658,2929.4329,84.368,281.7922,606.6407,58.6364,90.0476,1443.1948,82.7359,413.5195
2982.7,3407.4,1155.7924,22.3716,0,519.4099,193.5246,55.377,3175.3552,170.0437,680.3224,1195.1093,141.8852,164.6557,2656.4973,139.3552,1516.9945
2993.5,3408.8,834.0981,12.2761,0.1104,709.7239,33.3374,52.0123,2906.6748,115.8896,681.1779,703.4111,234.092,438.135,2115.8835,133.2331,1435.9203
3048.1,3407.9,637.6382,330.1759,169.2714,435.8995,12.8492,29.8794,3161.4924,68.1156,271.2513,249.3618,39.1658,66.4221,1999.2965,83.1608,613.1055
2852.9,3409,1240.4773,23.6136,0.108,783.7955,1201.1023,57.9091,1766.2443,143.6875,463.6818,1978.8296,110.1364,190.4034,2675.7556,81.5739,1359.7273
2970.2,3408.4,1380.4536,29.8969,0.1615,1054.0034,294.5189,109.543,4001.6013,227.7045,1494.5121,1344.1512,226.3471,294.787,2561.1375,171.1237,3337.0068
3027.8,3409.2,1204.9723,30.1621,0.0514,792.5613,85.9526,108.7589,2526.7036,178.7154,928.1858,798.1028,232.5573,947.9644,2229.6008,178.7273,2249.8933
2941.4,3410.2,953.7946,7.2132,0,772.1822,372.1124,60.5543,3747.7869,126.2558,811.1008,1066.2791,143.7752,658.938,2852.1123,136.376,2065.5232
3008,3410,1222.7626,16.2758,0.0552,627.3237,319.5923,36.9041,2975.4341,127.9472,495.6523,708.9568,168.3573,860.5084,2347.168,244.0959,790.5875
2877.8,3409.8,504.1167,0.1367,0.01,116.5433,0.0533,8.79,1071.6433,0.0067,227.5533,50.03,14.34,7.41,1561.08,63.3867,605.4067
2978.4,3411,1499.6256,40.1826,0.0046,577.3516,1008.1324,74.8356,3234.5754,213.9954,996.4201,1696.3882,180.6941,246.4475,2110.7261,138.4977,2095.0229
2952.7,3411.2,847.6531,6.0561,0,609.6224,181.2092,70.699,2817.5205,127.4286,1543.7551,729.7041,175.2959,509.7806,2808.6938,346.8571,3452.7705
2900.2,3411.8,1112.0675,17.3742,0.8497,478.0061,107.9847,76.7362,2294.9141,307.3436,680.0491,522.2117,298.5675,105.1196,2276.4172,112.9141,1571.9386
2961.6,3412.2,1274.8297,18.2755,0.0279,551.3653,471.2415,65.6873,2546.8669,138.9319,867.161,894.8978,152.3684,144.0588,2512.5264,143.5851,2495.613
2933.2,3413.4,875.2604,2.6328,0.0104,396.0469,55.1406,36.1667,3142.2031,42.5859,659.2396,408.3021,67.7266,247.4688,1951.3672,54.6224,1797.9922
3042.5,3413.9,783.8596,106.0167,5.2609,305.3612,11.2709,19.9298,1984.6121,81.99,237.6589,261.1906,49.3478,71.4983,1530.8562,68.7759,543.5753
2911.8,3414.3,1281.5233,12.0546,0.0257,441.1573,433.1685,42.7287,2097.3386,137.3756,591.5955,702.435,191.7271,1202.7126,2175.3113,187.7817,1482.5651
2967.8,3414.9,1755.0226,54.3446,0.0565,890.4011,1630.4858,108.3333,2590.7515,229.4633,736.8418,2059.3389,228.5593,185.2881,3013.531,171.3107,1924.2147
2850.4,3415.2,1073.2441,1.8953,0.0271,535.8682,644.8876,41.3256,2837.1821,39.5155,387.3333,1133.8954,21.0271,63.5504,2390.2249,31.845,943.2635
3059.4,3415.2,787.5555,2.8472,0.3472,1138.0834,32.9722,30.0139,8655.25,109.8611,582.0972,1043.9028,34.9306,49.2083,1667.8334,78.6667,1460.2778
2923.2,3415.4,811.7904,9.1048,0.0742,369.7773,13.0153,28.3952,2406.2664,79.2576,554.631,363.4061,99.5218,294.4869,1577.1813,300.8799,1321.1616
2993.7,3415.6,1036.9875,25.3223,0.0579,979.3636,52.719,66.8554,9673.5078,160.4669,1207.1199,710.4669,201.0083,414.0083,2909.624,143.876,1701.4421
2890.2,3415.9,729.3355,0.3947,0,729.0329,0.3882,18.0066,3828.875,3.875,1194.0658,463.6776,28.0132,49.6184,3012.283,300.2434,1201.9276
3065.9,3416.3,1072.3246,20.3132,0.0113,1060.0377,22.1849,12.3245,7946.6338,119.034,254.8226,982.6906,78.7623,65.9774,1667.0076,94.3283,301.6943
2975.9,3417.2,974.6054,17.0324,0,472.6324,258.7135,70.2757,2213.6487,122.1243,727.2108,689.6703,270.7405,436.427,2005.1351,131.227,1869.9243
3023.1,3417.3,808.486,16.972,0.0151,338,213.0645,24.2645,1342.0494,92.6387,291.1484,565.2946,118.4796,613.5398,1324.6172,85.4559,682.486
3004.7,3417.7,1345.5563,21.8632,0.079,774.6991,1320.9119,49.4103,3136.4619,142.1277,577.6353,1576.0669,142.4498,780.2006,2785.6626,112.2553,1051.1398
2998.8,3417.7,1192.7933,27.9008,0,1017.8347,111.0909,63.6942,12949.3145,210.0248,1656.7025,938.281,164.0331,656.5455,3417.9255,163.281,1362.5951
3050,3417.9,689.087,8.9348,0.0348,360.8174,177.0739,12.5,3345.0305,77.913,247.5739,325.887,61.5913,55.3522,1523.6522,153.0826,484.4391
2863.2,3418.4,1109.1062,1.5251,0.0056,687.9525,23.2626,17.9302,1289.3296,13.9106,403.7514,451.2039,33.0335,92.6844,2151.9106,9.6676,1100.2235
2844.7,3419.4,783.8043,0.1413,0.0652,604.2283,196.0217,15.337,5830.0435,19.0109,560.087,875.337,31.3043,44.1957,2002.5326,36.1848,784.7935
3059.5,3421,1008.7488,25.2069,0.2512,972.5369,599.4729,22.7241,5853.5762,175.7882,385.4975,1012.0591,81.3793,68.5222,1924.8768,123.8867,725.1724
2953.9,3419.8,712.1517,5.4313,0.5308,227.7014,43.8483,46.3744,1253.3792,43.5261,444.3792,316.3223,53.9289,72.7915,1219.929,47.128,1510.6208
2894.6,3420.4,845.2532,1.2468,0,508.9778,86.9146,28.3481,1892.943,21.3703,664.2342,412.8481,27.9873,268.8639,2071.6487,50.6709,1271.0159
2833.2,3420.2,702.4836,0.6148,19.5738,233.8115,26.9344,17.5164,1095.4918,3.8689,419.6393,214.5328,28.6311,88.582,1792.6394,2.9754,1074.3689
2970.5,3420.7,1087.729,11.5355,0,1077.2388,410.5484,63.1548,2158.3677,135.3355,598.6323,1664.7032,162.4903,193.3548,2263.5549,90.8194,1584.3678
2910.3,3421.3,866.402,11.4948,0,348.732,400.9588,32,1952.866,107.732,404.5155,731.1752,118.5258,255.0619,1812.0413,114.8969,940.5154
2856.7,3421.9,1349.981,6.2698,0.0095,582.0032,20.4825,28.7016,1622.8889,70.0476,341.2413,477.1143,38.4317,100.5556,2347.0159,38.2032,657.8984
2883.2,3421.9,687.6356,0.1073,0,480.4435,45.8785,15.7147,2089.4717,10.6102,391.0311,394.4435,34.7542,78.017,2036.2599,143.0254,807.4237
2983.3,3422.1,845.4048,13.9429,0.0048,412.3762,76.4667,37.1214,1940.4429,102.9762,729.8167,557.6762,275.3047,483.6619,1575.5667,102.6452,1775.0381
2994.7,3423.9,978.4106,18.9937,0.0846,612.4765,27.1912,47.5956,3611.2476,126.7994,911.6301,631.3198,165.6144,163.1442,2609.8904,137.2163,2081.0784
3070.2,3423.4,1185.1433,14.828,0.0753,695.319,9.4946,17.6523,9047.9678,116.7025,301.1649,575.957,62.129,95.6344,1580.9104,112.7742,524.0896
2965.7,3423.4,993.1035,1.5747,0.0977,339.9885,5.6494,20.5862,1884.5977,29.2011,364.6322,376.7701,99.092,289.5919,1380.069,26.4885,888.2012
3054.9,3424.1,745.7818,4.8364,0,625.5455,72.7455,29,2451.5637,83.2727,321.6364,583.9454,59,62.4727,1833.509,101.4545,767.1818
2905.3,3425,669.6552,9.1954,0,309.8314,10.6552,31.4559,1318.7969,81.682,475.9004,307.6054,109.9885,101.2299,1973.0575,69.682,1207.0115
3008.9,3425.3,1136.2279,9.1392,0.0084,737.7552,924.1434,22.173,2269.405,79.2616,426.5359,1264.0928,51.1688,83.3797,2188.8018,39.6329,709.1224
3041.7,3425.3,1015.3255,28.816,9.1604,332.5802,240.934,12.8396,1745.0425,116.5047,305.0047,833.8491,88.0802,87.3113,1060.0896,112.5047,627.1934
2853,3426.8,798.8195,4.6361,0.0237,281.574,46.7811,9.2219,2059.4143,10.4941,263.0237,221.6361,3.8402,46.2249,1731.642,14.2485,450.7426
2831.5,3426.1,1040.8807,0.947,0.0596,330.2914,333.3046,36.3311,1695.7748,28.5629,521.2583,555.9404,30.894,72.8543,1796.4702,20.2252,1063.649
2874,3426.5,664.6216,128.429,16.5135,274.2703,26.6318,6.4662,1175.9629,46.4257,194.6487,392.6047,37.4257,132.2973,1079.4561,45.1926,402.5034
2975,3428.2,718.1214,0.5286,0.1357,670.4214,188.1357,34.4214,11269.7568,46.5,934.1643,706.9214,87.1214,500.9,1799.9214,44.5929,2015.4214
3062.2,3428.2,785,5.9247,0,1518.7671,28.5822,49.4521,4734.8696,99.2123,767.7672,1543.4795,68.274,161.3836,2634.4109,82.411,1649.3287
3053.3,3429.3,932.2167,2.6996,0,421.2472,17.6844,23.057,1972.9696,40.8669,397.2129,406.1103,92.5057,95.2548,1635.8326,57.9125,807.1673
2966.8,3429.3,1100.8462,9.5487,0.0103,442.1898,3.641,15.6205,6139.0156,79.4615,406.3846,372.5026,112.6667,1219.9897,1664.5641,85.7846,636.6821
2987.9,3430,917.9462,21.9308,0.0423,1416.1116,68.7654,70.6269,2274.2654,151.3769,1081.9615,1889.1154,166.8692,193.4731,2888.6116,136.15,2808.6038
2837.8,3430.5,1057.933,2.7741,0.0131,530.1487,130.6895,62.0773,1724.4563,45.812,448.6414,499.9082,38.0408,584.4534,1964.4796,45.5437,1065.895
2999.3,3430.3,702.5276,0.7423,0,397.2883,2.0245,41.5644,2147.4663,9.4969,985.6687,426.7669,22.4233,67.9571,2497.8896,27.9939,3067.8406
